startup_name,startup_amount_invested,startup_article_publication_date,startup_more_inf_url,startup_levée_de_fonds,startup_founders,startup_Number_of_employees,startup_web_site_url,startup_linkedin_url,startup_facebook_url,startup_instagram_url,startup_phone,startup_email,startup_phrasechoc
Agicap lève 100 millions de dollars en série B !,100 millions $,27/05/2021,https://www.jaimelesstartups.fr/news/agicap-leve-100-millions-de-dollars-en-serie-b/,Levée de fonds : 100 millions $,"Fondateurs : Sébastien Beyet, Clément Mauguet, Lucas Bertola",Nombre d'employés : 150,https://agicap.com/fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/agicap/,https://www.facebook.com/AgicapFrance/,,,,"AGICAP ANNONCE ""UNE NOUVELLE LEVÉE DE FONDS DE 100 MILLIONS DE DOLLARS EN SÉRIE B 🥳 (SOIT 13 616 667 PINTES EN TERRASSE, RIEN QUE ÇA ! 🍻)"""
Regate.io lève 7 millions d’euros,7000000,18/05/2021,https://www.jaimelesstartups.fr/news/regate-io-leve-7-millions-deuros/,Levée de fonds : 7000000,"Fondateurs : Alexis Renard, Laura Pallier",Nombre d'employés : 25,https://www.regate.io/?utm_source=JaimeLesStartups,,,,,,"REGATE.IO LÈVE 7 MILLIONS D'EUROS POUR FACILITER LA VIE DES ENTREPRENEURS, COMPTABLES ET DAF"
"MEDENE annonce une levée de fonds de 1,3 millions d’euros",1 300 000,28/05/2021,https://www.jaimelesstartups.fr/news/medene-annonce-une-levee-de-fonds-de-13-millions-deuros/,Levée de fonds : 1 300 000,Fondateurs : Camille Pereira / Marie Claire Kanaan / Laure de Lacazes,Nombre d'employés : 7,https://medene.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/les-petites-essentielles/,https://www.facebook.com/medene.paris/,,,,MEDENE LÈVE 1.3M€ POUR DÉVELOPPER SA SOLUTION D'AROMATHÉRAPIE
Zaion annonce une levée de fonds de 9 millions d’euros,9 M€,31/05/2021,https://www.jaimelesstartups.fr/news/zaion-annonce-une-levee-de-fonds-de-9-millions-deuros/,Levée de fonds : 9 M€,Fondateurs : Franz Fodéré,Nombre d'employés : 80,https://https//zaion.ai/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/zaion-callbot/?originalSubdomain=fr,https://www.facebook.com/Ai.Zaion,,,,ZAION ANNONCE UNE LEVÉE DE FONDS DE 9 MILLIONS D’EUROS POUR RÉVOLUTIONNER L'EXPÉRIENCE CLIENT GRÂCE À LA VOIX ET À L'INTELLIGENCE ARTIFICIELLE
HarfangLab HarfangLab lève 5 millions d’euros,5 000 000,03/06/2021,https://www.jaimelesstartups.fr/news/harfanglab-harfanglab-leve-5-millions-deuros/,Levée de fonds : 5 000 000,,Nombre d'employés : 30,https://https//www.harfanglab.io/?utm_source=JaimeLesStartups,,,,,,HARFANGLAB LÈVE 5 MILLIONS D’EUROS POUR ARRÊTER TOUT TYPE DE RANSOMWARE GRÂCE À L’IA
Fineheart annonce une levée de fonds de 15 millions d’euros,15 millions,03/06/2021,https://www.jaimelesstartups.fr/news/fineheart-annonce-une-levee-de-fonds-de-15-millions-deuros/,Levée de fonds : 15 millions,Fondateurs : Arnaud Mascarell,Nombre d'employés : 40,http://fineheart.fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/fineheart/,,,,,TRAITEMENT DE L'INSUFFISANCE CARDIAQUE SÉVÈRE FINEHEART LÈVE AVEC SUCCÈS 15 MILLIONS D'EUROS EN SÉRIE B AVEC UN CONSORTIUM D'INDUSTRIELS ET D'INVESTISSEURS INDÉPENDANTS
"LeVoiceLab annonce une levée de 4,7 millions €","4,7 millions €",31/05/2021,https://www.jaimelesstartups.fr/news/levoicelab-annonce-une-levee-de-47-millions-e/,"Levée de fonds : 4,7 millions €","Fondateurs : Katya Lainé Vice-Présidente de l’Association, Karel Bourgois Président du Voice Lab.",,http://www.levoicelab.org/?utm_source=JaimeLesStartups,,,,,,"LE VOICE LAB LÈVE 4,7 M€ AUPRÈS DE LA BPI POUR CRÉER LA PREMIÈRE PLATEFORME DE DONNÉES ET DE SERVICES VOCAUX"
ENTRE KIDSPRENEURS,NA,09/06/2021,https://www.jaimelesstartups.fr/entre-kidspreneurs-formations-ludiques-et-innovantes/,Levée de fonds : NA,Fondateurs : Peggy ANTONIUS,Nombre d'employés : 1,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=ENTRE%20KIDSPRENEURS,http://%20www.linkedin.com/in/peggyantonius,https://fb.me/entrekidspreneurs,,,,LA STARTUP ENTRE KIDSPRENEURS ANIME DES FORMATIONS LUDIQUES ET INNOVANTES POUR LES 9-25 ANS POUR RÉVELER SON POTENTIEL ET DÉVELOPPER LES SOFT SKILLS
Max’Sens Innovations,500 000€,01/06/2021,https://www.jaimelesstartups.fr/news/maxsens-innovations/,Levée de fonds : 500 000€,Fondateurs : Lazare Aké,Nombre d'employés : 6,https://www.maxsens-innovations.com/index.html?utm_source=JaimeLesStartups,https://www.linkedin.com/company/max-sens-innovations/?originalSubdomain=fr,https://www.facebook.com/MaxSensInnovations/,,,,MAX’SENS INNOVATIONS LANCE EDCLASS : UNE APPLI POUR S'ENTRAÎNER DE FAÇON LUDIQUE AU GRAND ORAL DU BAC
18h15 – l’apéritif inattendu,4087,02/06/2021,https://www.jaimelesstartups.fr/18h15-laperitif-inattendu-la-box-apero/,Levée de fonds : 4087,Fondateurs : Ollivier Delphine,Nombre d'employés : 1,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=18h15%20%E2%80%93%20l%E2%80%99ap%C3%A9ritif%20inattendu,https://www.linkedin.com/company/18h15-fr,https://www.facebook.com/18h15.boxaperitive,,,,LA STARTUP 18H15 A CONCOCTÉ UN BOX APÉRO 100% FRANÇAIS
C12 Quantum Electronics annonce une levée de fonds de 10 millions de dollars,8 200 000 €,09/06/2021,https://www.jaimelesstartups.fr/news/c12-quantum-electronics-ordinateur-quantique/,Levée de fonds : 8 200 000 €,Fondateurs : Matthieu et Pierre Desjardins,,http://www.c12qe.com/?utm_source=JaimeLesStartups,,,,,,LEVÉE DE FONDS DE 10 MILLIONS DE DOLLARS POUR C12 QUANTUM ELECTRONICS
Expensya annonce une levée de fonds de 20 millions de dollars,20 000 000,09/06/2021,https://www.jaimelesstartups.fr/news/expensya-annonce-une-levee-de-fonds-de-20-millions-de-dollars/,Levée de fonds : 20 000 000,"Fondateurs : Karim Jouini, Jihed Othmani",,https://www.expensya.com/fr/?utm_source=JaimeLesStartups,,,,,,"EXPENSYA, ACTEUR LEADER SUR LE MARCHÉ DE LA GESTION DES DÉPENSES PROFESSIONNELLES A SU SÉDUIRE LES INVESTISSEURS"
Perdième,NC,10/06/2021,https://www.jaimelesstartups.fr/perdieme-culottes-menstruelles-et-des-soutien-gorges-assortis/,Levée de fonds : NC,Fondateurs : Flore Morchoisne,Nombre d'employés : 2,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Perdi%C3%A8me,https://www.linkedin.com/company/perdieme-lingerie/,https://www.facebook.com/perdieme,,,,LA STARTUP PERDIÈME A DESIGNÉ UN ENSEMBLE CULOTTES MENSTRUELLES ET SOUTIEN-GORGES ASSORTIS.
Instagram lance « Voices »,40 000 000,31/05/2021,https://www.jaimelesstartups.fr/news/instagram-voices-festival-digital/,Levée de fonds : 40 000 000,Fondateurs : Kevin Systrom,Nombre d'employés : 19 510,https://instagram.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/instagram/,https://www.facebook.com/instagram/,,,,"INSTAGRAM LANCE « VOICES », LE PREMIER FESTIVAL DÉDIÉ AUX CRÉATEURS DE CONTENUS"
Shayp,1900000,23/06/2021,https://www.jaimelesstartups.fr/shayp-solution-de-detection-du-gaspillage-deau-dans-les-immeubles/,Levée de fonds : 1900000,"Fondateurs : Alexandre McCormack, Zineddine Wakrim, Gregoire de Hemptinne",Nombre d'employés : 13,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Shayp,https://www.linkedin.com/company/shayp/,https://www.facebook.com/shaypwater/,,,,LA STARTUP SHAYP A MIS AU POINT UNE SOLUTION POUR DÉTECTER LE GASPILLAGE D’EAU DANS LES IMMEUBLES
Blockpulse,1 000 000€,21/06/2021,https://www.jaimelesstartups.fr/news/blockpulse-annonce-une-levee-de-fonds-dun-million-deuros/,Levée de fonds : 1 000 000€,Fondateurs : Thibaut Ingelaere,Nombre d'employés : 10,https://blockpulse.eu/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/blockpulse/,,,,,LA START-UP BLOCKPULSE LÈVE 1M D’EUROS POUR RENDRE PROGRAMMABLE L’ACTIONNARIAT DES ENTREPRISES
AUM BIOSYNC annonce une levée de fonds de 3 millions d’euros,3 millions d’euros,18/06/2021,https://www.jaimelesstartups.fr/news/aum-biosync-annonce-une-levee-de-fonds-de-3-millions-deuros/,Levée de fonds : 3 millions d’euros,Fondateurs : MARC RIEDEL,,https://https//aum.bio/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/aumbiosync/,https://www.facebook.com/AUM.Biosync/,,,,"AUM BIOSYNC, LA DEEPTECH MÂCONNAISE, AMORCE SON PREMIER TOUR DE TABLE ET LÈVE 3 MILLIONS D’EUROS"
ecoRobotix,"14,7 millions $",21/06/2021,https://www.jaimelesstartups.fr/news/ecorobotix-annonce-une-levee-de-fonds-de-14-7-millions/,"Levée de fonds : 14,7 millions $",,,https://www.ecorobotix.com/fr/?utm_source=JaimeLesStartups,,,,,,"ECOROBOTIX ANNONCE UNE LEVÉE DE FONDS DE SÉRIE C DE 14,7 MILLIONS DE DOLLARS US"
MerciYanis annonce une levée de fonds d’1 million d’euros,1 000 000 €,18/06/2021,https://www.jaimelesstartups.fr/news/merciyanis-annonce-une-levee-de-fonds-d1-million-deuros/,Levée de fonds : 1 000 000 €,"Fondateurs : Guillaume Blanc, Elise Givelet, Jordan Gayraud",Nombre d'employés : 11,https://www.merciyanis.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/merciyanis/,https://www.facebook.com/MerciYanis,,,,MERCIYANIS LÈVE 1 MILLION D'€ POUR PRÉPARER LE RETOUR AU BUREAU GRÂCE À LA TECH
Regate,7000000,10/06/2021,https://www.jaimelesstartups.fr/regate-la-plateforme-pensee-par-des-comptables-pour-des-comptables/,Levée de fonds : 7000000,"Fondateurs : Laura Pallier, Alexis Renard",Nombre d'employés : 15,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Regate,https://www.linkedin.com/company/regate-accounting/,,,,,"LA STARTUP REGATE EST UNE PLATEFORME POUR GÉRER ET COMPTABILISER EFFICACEMENT LES FACTURES, NOTES DE FRAIS ET PAIEMENTS"
Mon Hangar,400000,28/06/2021,https://www.jaimelesstartups.fr/mon-hangar/,Levée de fonds : 400000,Fondateurs : Joris BACO,Nombre d'employés : 7,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Mon%20Hangar,https://www.linkedin.com/company/72146876/,https://www.facebook.com/MonHangar,,,,MON HANGAR EST UNE PLATEFORME POUR QUE LES CITADINS PUISSENT UTILISER LES HANGARS DES AGRICULTEURS COMME GARDE MEUBLE.
Hoggo lève 11 millions €,€11M,23/06/2021,https://www.jaimelesstartups.fr/news/hoggo-leve-11-millions-e/,Levée de fonds : €11M,Fondateurs : Anna Rossin et Louis Fourrier,Nombre d'employés : 43,https://www.hoggo.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/hoggo,,,,,INSURTECH : HOGGO LÈVE 11 MILLIONS D’EUROS AUPRÈS DE PARTECH
Beebs lève 3 M€,3M€,25/06/2021,https://www.jaimelesstartups.fr/news/beebs-annonce-une-levee-de-fonds-de-3me/,Levée de fonds : 3M€,Fondateurs : Morgan Hilmi,,https://www.beebs.app/%20%20?utm_source=JaimeLesStartups,https://fr.linkedin.com/company/beebsapp,,,,,"BEEBS LÈVE 3M€ AUPRÈS DE ISAI, DE CITIZEN CAPITAL ET DE BUSINESS ANGELS"
Meta API,"1,05 million d'euros",21/06/2021,https://www.jaimelesstartups.fr/news/meta-api-annonce-une-levee-de-fonds-1-million-deuros/,"Levée de fonds : 1,05 million d'euros","Fondateurs : Mathieu Rasse, Marcel Tessier, Salim Moulmaaz, Kevin Herembourg, Jean-Marc Munerelle",Nombre d'employés : 6,https://www.meta-api.io/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/meta-api/,,,,,"META-API LÈVE 1,05 M D’EUROS POUR OPTIMISER LE TEMPS DES DÉVELOPPEURS"
Dishop,100000,28/06/2021,https://www.jaimelesstartups.fr/dishop-solution-de-commande-en-ligne-pour-restaurant/,Levée de fonds : 100000,Fondateurs : Nicoals Zantour,Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Dishop,https://fr.linkedin.com/company/dishop,https://www.facebook.com/dishopInc/,,,,LA STARTUP DISHOP A CONÇU UNE SOLUTION POUR PERMETTRE AUX RESTAURANTS DE PRENDRE UNE COMMANDE PAR TOUS LES CANAUX DE COMMUNICATION POSSIBLES.
Alma Heritage,nul,30/06/2021,https://www.jaimelesstartups.fr/news/alma-heritage-plateforme-solidaire-de-reservation-de-sejours/,Levée de fonds : nul,Fondateurs : Aliénor Debonneville & Marie Ducornet,Nombre d'employés : 7,https://almaheritage.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/28489767/admin/,https://www.facebook.com/almaheritagefrance?locale=fr_FR,,,,PLATEFORME SOLIDAIRE DE RÉSERVATION DE SÉJOURS AU CŒUR DU PATRIMOINE
Kitch’n Box lève 7 millions €,7 millions d'euros,29/06/2021,https://www.jaimelesstartups.fr/news/kitchn-box-leve-7-millions-e/,Levée de fonds : 7 millions d'euros,"Fondateurs : Harrison Hodges, Mélanie Fournials et Eddy Persico",,https://www.kitchnbox.fr/?utm_source=JaimeLesStartups,,,,,,"BASÉE À PARIS, LA STARTUP KITCH'N BOX, CRÉATRICE D’ESPACES AMÉNAGÉS ET DE SERVICES OPTIMISÉS POUR LES ACTEURS DE LA RESTAURATION, VIENT DE LEVER 7 M€ AUPRÈS D'INTER INVEST"
Addmin,250000,05/07/2021,https://www.jaimelesstartups.fr/addmin-application-de-traitement-et-dautomatisation-des-documents-personels/,Levée de fonds : 250000,Fondateurs : Stéphane Journot,Nombre d'employés : 3,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Addmin,https://www.linkedin.com/company/28443208/,https://www.facebook.com/addminapp,,,,LA STARTUP ADDMIN A CONÇU UNE APPLICATION POUR CENTRALISER TOUTES LA PAPERASSE PERSONELLE ET AUTOMATISER SON TRAITEMENT.
COME IN VR,500 000€,05/07/2021,https://www.jaimelesstartups.fr/come-in-vr-formation-professionnelle-realitee-virtuelle/,Levée de fonds : 500 000€,Fondateurs : David DELAUNAY,Nombre d'employés : 6,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=COME%20IN%20VR,https://fr.linkedin.com/company/come-in-vr,,,,,LA STARTUP COME IN VR UTILISE DES SIMULATEURS EN RÉALITÉ VIRTUELLE POUR CRÉER UNE NOUVELLE EXPÉRIENCE DE FORMATION !
Whispeak,560 000€,13/07/2021,https://www.jaimelesstartups.fr/whispeak-solution-de-reconnaissance-vocale/,Levée de fonds : 560 000€,"Fondateurs : Jean-François Kleinfinger, Florent Van Calster, Pierre Falez",Nombre d'employés : 12,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Whispeak,https://www.linkedin.com/company/whispeak/,,,,,LA STARTUP WHISPEAK A CONÇU UNE SOLUTION D’AUTHENTIFICATION BIOMÉTRIQUE VOCALE SÉCURISÉE DISPONNIBLE EN SAAS.
"Umiami annonce une levée de 1,5 million d’euros","2,3 millions €",05/07/2021,https://www.jaimelesstartups.fr/news/umiami-annonce-une-levee-de-15-million-deuros/,"Levée de fonds : 2,3 millions €","Fondateurs : Tristan Maurel, Martin Habfast, Hugo Dupuis",Nombre d'employés : 8,https://www.umiami.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/umiami/,,,,,"UMIAMI LÈVE 2,3 M€ POUR DÉVELOPPER UNE NOUVELLE TECHNOLOGIE DE VIANDE ET POISSON 100 % VÉGÉTALE"
Creative Factory Selection,"15,5 millions d’euros",05/07/2021,https://www.jaimelesstartups.fr/news/creative-factory-selection/,"Levée de fonds : 15,5 millions d’euros",,,https://www.creativefactory.info/selection/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/soci%C3%A9t%C3%A9-d'am%C3%A9nagement-de-la-m%C3%A9tropole-ouest-atlantique/,https://www.facebook.com/samoadenantes,,,,LES SIX PROJETS ACCOMPAGNÉS PAR LA SAMOA VIA SON ACCÉLÉRATEUR CREATIVE FACTORY SELECTION
Pitchy,6.5M,01/07/2021,https://www.jaimelesstartups.fr/pitchy-outil-de-creation-video-saas/,Levée de fonds : 6.5M,Fondateurs : Lionel et Benjamin Chouraqui,Nombre d'employés : 50-100,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Pitchy,https://www.linkedin.com/company/pitchy-bros-prod/?originalSubdomain=fr,https://fr-fr.facebook.com/PitchyProd/,,,,LA STARTUP PITCHY A CRÉÉ UN OUTIL DE CRÉATION VIDÉO DANS LE CLOUD
"Scaleflex lève 2,5 millions €",2 500 000 €,29/06/2021,https://www.jaimelesstartups.fr/news/scaleflex-leve-2-5-me/,Levée de fonds : 2 500 000 €,"Fondateurs : Julian De Maestri, Emil Novakov",Nombre d'employés : 40,https://scaleflex.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/scaleflex-team,https://www.facebook.com/scaleflex/,,,,SCALEFLEX DÉPASSE LES 500 CLIENTS DANS 50 PAYS ET 100 MILLIONS DE FICHIERS MÉDIAS SOUS GESTION. UN NOUVEAU FINANCEMENT POUR STIMULER LA CROISSANCE.
Asking Franklin,Pas de levée de fond,06/07/2021,https://www.jaimelesstartups.fr/news/asking-franklin-outil-en-ligne-assistant-redaction-seo/,Levée de fonds : Pas de levée de fond,Fondateurs : Romain Cernik et Hugo Hattenville,Nombre d'employés : 7,https://www.askingfranklin.com/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/asking-franklin/,https://www.facebook.com/askingfranklin,,,,ASKING FRANKLIN PERMET DÉSORMAIS DE RÉDIGER AUTOMATIQUEMENT DU CONTENU BASÉ SUR CE QUE RECHERCHENT LE PLUS LES INTERNAUTES !
Assurly annonce une levée de fonds de 6 millions d’€,6000000,07/07/2021,https://www.jaimelesstartups.fr/news/assurly-annonce-une-levee-de-fonds-de-6-millions-de/,Levée de fonds : 6000000,Fondateurs : Toufik Gozim et Mickael Benhassen,Nombre d'employés : 20,https://www.assurly.com/changer-assurance-emprunteur?utm_source=JaimeLesStartups,https://www.linkedin.com/company/assurly/?originalSubdomain=fr,,,,,LE NÉO-ASSUREUR ASSURLY LÈVE 6 MILLIONS D’€ EN SEED POUR ACCÉLÉRER LE DÉVELOPPEMENT DE SON PRODUIT D’ASSURANCE DE PRÊT IMMOBILIER FULL DIGITAL
Alancienne,399 100 € collectés,12/07/2021,https://www.jaimelesstartups.fr/alancienne-livraison-de-produits-aagroecologie/,Levée de fonds : 399 100 € collectés,"Fondateurs : Paul Charlent, Livio Galas, Augustin Renoul et Alexis Parakian",Nombre d'employés : 12,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Alancienne,https://www.linkedin.com/company/alancienne/,https://www.facebook.com/Alancienneco,,,,LA STARTUP ALANCIENNE A MIS EN PLACE UNE OFFRE DE LIVRAISON DE PRODUITS ALIMENTAIRES ISSUS DE PRODUITS CULTIVÉS DE MANIÈRE AGROÉCOLOGIQUE.
ibani,,12/07/2021,https://www.jaimelesstartups.fr/ibani-changer-de-devises-en-lignee/,,Fondateurs : Arnaud Salomon,Nombre d'employés : 8,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=ibani,https://www.linkedin.com/company/ibani/,https://www.facebook.com/ibani.exchange,https://www.instagram.com/ibani_change/,,,LA STARTUP IBANI FOURNIT LES MEILLEURS TAUX DE CHANGES POUR ÉCHANGER VOS DEVISES EN LIGNE.
Choco,82 500 000,21/07/2021,https://www.jaimelesstartups.fr/news/choco-annonce-une-levee-de-fonds-de-825-me/,Levée de fonds : 82 500 000,Fondateurs : Grégoire Ambroselli,Nombre d'employés : 250,https://www.choco.com/fr/?utm_source=JaimeLesStartups,,,,,,"CHOCO LÈVE €82,5 MILLIONS POUR RENDRE LA RESTAURATION PLUS DURABLE"
My Express Driver,1 000 000,20/07/2021,https://www.jaimelesstartups.fr/my-express-driver-location-de-voiture-gratuit/,Levée de fonds : 1 000 000,Fondateurs : Addam Boumadiene,Nombre d'employés : 15,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=My%20Express%20Driver,https://www.linkedin.com/company/myexpressdriver/,https://www.facebook.com/myexpressdriver/,https://www.instagram.com/myexpressdriver/,,,"My express Driver est une plateforme de convoyage innovante, qui met en relation des entreprises et particuliers avec des convoyeurs professionnels pour assurer le déplacement rapide et sécurisé de véhicules."
WizyVision,700 000 €,16/07/2021,https://www.jaimelesstartups.fr/news/wizyvision-trophees-cloud-de-lannee-2021/,Levée de fonds : 700 000 €,"Fondateurs : Laurent Gasser, Louis Naugès, Lionel Marcialis",Nombre d'employés : 40,https://wizyvision.com/fr/?utm_source=JaimeLesStartups,https://www.linkedin.com/in/louisnauges/,,,,,"WIZYVISION, PRIX DE LA MEILLEURE STARTUP DE L'ANNÉE 2021, DÉCERNÉE PAR EUROCLOUD FRANCE"
Gravitee io lève 9 millions d’euros,9 millions d'euros,26/07/2021,https://www.jaimelesstartups.fr/news/gravitee-io-leve-9-millions-deuros/,Levée de fonds : 9 millions d'euros,"Fondateurs : Nicolas Géraud, David Brassely, Titouane Compiègne, Azize Elanrami",Nombre d'employés : 60,https://gravitee.io/?utm_source=JaimeLesStartups,https://www.linkedin.com/company/gravitee-io,,,,,GRAVITEE.IO LÈVE 9 MILLIONS D’EUROS - LA PLATEFORME OPEN SOURCE AIDE LES ENTREPRISES À MAÎTRISER DES ÉCOSYSTÈMES COMPLEXES D’API ET À EN EXTRAIRE TOUT LE POTENTIEL
K-Ops,1M CAD (671K €),27/08/2021,https://www.jaimelesstartups.fr/paronyx-inc-outil-de-collaboration-pour-les-professionnels-du-btp/,Levée de fonds : 1M CAD (671K €),Fondateurs : Hugo Brizard et Samuel Godbout,Nombre d'employés : 10,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=K-Ops,https://www.linkedin.com/company/pharonyx-technologies-inc./,https://www.facebook.com/pharonyxtech/,,,,LA STARTUP K-OPS EST UN OUTIL DE COLLABORATION EN TEMPS RÉEL QUI BRISE LA BARRIÈRE ENTRE LE BUREAU ET LE SITE DE CONSTRUCTION.
Miap,500k€,30/07/2021,https://www.jaimelesstartups.fr/miap-menu-digital-via-qr-code-pour-click-and-collect-bornes-interactives-ventes-a-emporter/,Levée de fonds : 500k€,Fondateurs : SAADAOUI Ryadh,Nombre d'employés : 15 employés,https://www.jaimelesstartups.fr/verslinfinietlaudela/?url=Miap,https://linkedin.com/company/miap,https://facebook.com/miap.application,,,,LA STARTUP MIAP A CONÇU UNE SOLUTION DE COMMANDE ET PAIEMENT POUR LES ÉTABLISSEMENTS DE RESTAURATION ET DÉBIT DE BOISSONS.
Bolt lève 600 millions d’euros,600 000 000 €,03/08/2021,https://www.jaimelesstartups.fr/news/bolt-leve-600-millions-deuros/,Levée de fonds : 600 000 000 €,Fondateurs : Markus Villig,,https://bolt.eu/fr/?utm_source=JaimeLesStartups,,,,,,BOLT LÈVE 600M€ POUR CONTINUER DE BÂTIR SA PREMIÈRE SUPER-APP EUROPÉENNE
